"Product Identifier"|"Product Name"|"Product Price"|"Product Images"|"Product Video"|"Product PDF"|"Product Features"|"Dates of Reviews"
sp55705|"Clayton Off Road® - Coil Conversion Suspension Lift Kit"|$3,894.05|/images/clayton-off-road/performance-lift-kits/3601130.jpg,/images/clayton-off-road/performance-lift-kits/3201330.jpg,/images/clayton-off-road/performance-lift-kits/3601330.jpg,/images/clayton-off-road/performance-lift-kits/3601130-2.jpg,/images/clayton-off-road/performance-lift-kits/3601330-2.jpg,/images/clayton-off-road/performance-lift-kits/3601130-3.jpg,/images/clayton-off-road/performance-lift-kits/3601330-3.jpg,/images/clayton-off-road/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Shocks are optional and we recommend the Bilstein 5100s[:os:]Welding and cutting is required to install this lift kit[:os:]Custom exhaust is required[:os:]Moving the e-brake bracket maybe necessary on certain models/years[:os:]A SYE kit and CV style driveshaft is required[:os:]Designed to deliver trouble-free, consistent performance[:os:]Right for your vehicle and lifestyle[:os:]Made from high-quality materials for ultimate durability[:os:]Manufactured to meet or exceed strict quality requirements"|empty
sp19642|"Clayton Off Road® - Entry Level Suspension Lift Kit"|"$1,224.55 - $1,899.05"|/images/clayton-off-road/automotive-accessories/2908010.jpg,/images/clayton-off-road/products/2908002.jpg,/images/clayton-off-road/automotive-accessories/2908022.jpg,/images/clayton-off-road/automotive-accessories/2908010-2.jpg,/images/clayton-off-road/automotive-accessories/2905010.jpg,/images/clayton-off-road/automotive-accessories/2907010.jpg,/images/clayton-off-road/automotive-accessories/2901010.jpg,/images/clayton-off-road/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp19652|"Clayton Off Road® - Long Arm Suspension Lift Kit"|"$2,327.50 - $3,419.05"|/images/clayton-off-road/automotive-accessories/3208050.jpg,/images/clayton-off-road/products/3208225.jpg,/images/clayton-off-road/automotive-accessories/3208050-2.jpg,/images/clayton-off-road/automotive-accessories/3205020.jpg,/images/clayton-off-road/automotive-accessories/3205120.jpg,/images/clayton-off-road/automotive-accessories/3205020-2.jpg,/images/clayton-off-road/automotive-accessories/3206020.jpg,/images/clayton-off-road/automotive-accessories/3206020-2.jpg,/images/clayton-off-road/automotive-accessories/3204020.jpg,/images/clayton-off-road/automotive-accessories/3204010.jpg,/images/clayton-off-road/automotive-accessories/3201020.jpg,/images/clayton-off-road/automotive-accessories/3201030.jpg,/images/clayton-off-road/automotive-accessories/3201010.jpg,/images/clayton-off-road/automotive-accessories/3201020-2.jpg,/images/clayton-off-road/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp19656|"Clayton Off Road® - Premium Suspension Lift Kit"|"$2,108.05 - $2,469.05"|/images/clayton-off-road/automotive-accessories/2908030.jpg,/images/clayton-off-road/products/2908025.jpg,/images/clayton-off-road/automotive-accessories/2908030-2.jpg,/images/clayton-off-road/automotive-accessories/2905020.jpg,/images/clayton-off-road/automotive-accessories/2907020.jpg,/images/clayton-off-road/automotive-accessories/2901020.jpg,/images/clayton-off-road/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp19667|"Clayton Off Road® - Ultimate Short Arm Lift Kit"|"$2,174.55 - $2,469.05"|/images/clayton-off-road/automotive-accessories/2905030.jpg,/images/clayton-off-road/automotive-accessories/2907030.jpg,/images/clayton-off-road/automotive-accessories/2901030.jpg,/images/clayton-off-road/automotive-accessories/2901030-2.jpg,/images/clayton-off-road/automotive-accessories/2901030-3.jpg,/images/clayton-off-road/automotive-accessories/2901030-4.jpg,/images/clayton-off-road/automotive-accessories/2901030-5.jpg,/images/clayton-off-road/automotive-accessories/2901030-6.jpg,/images/clayton-off-road/automotive-accessories/2901030-7.jpg,/images/clayton-off-road/automotive-accessories/2901030-8.jpg,/images/clayton-off-road/automotive-accessories/2901030-9.jpg,/images/clayton-off-road/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp88218|"Clayton Off Road® - Pro Series Control Arm Lift Kit"|"$2,564.05 - $4,084.05"|/images/clayton-off-road/performance-lift-kits/3607010.jpg,/images/clayton-off-road/performance-lift-kits/3605010.jpg,/images/clayton-off-road/performance-lift-kits/3605120.jpg,/images/clayton-off-road/performance-lift-kits/3605110-2.jpg,/images/clayton-off-road/performance-lift-kits/3608225-2.jpg,/images/clayton-off-road/performance-lift-kits/3605120-2.jpg,/images/clayton-off-road/performance-lift-kits/3608025-2.jpg,/images/clayton-off-road/performance-lift-kits/3605010-2.jpg,/images/clayton-off-road/performance-lift-kits/3601030-2.jpg,/images/clayton-off-road/performance-lift-kits/3601020-2.jpg,/images/clayton-off-road/performance-lift-kits/3605012-2.jpg,/images/clayton-off-road/performance-lift-kits/3605110-3.jpg,/images/clayton-off-road/performance-lift-kits/3608050-3.jpg,/images/clayton-off-road/performance-lift-kits/3605120-3.jpg,/images/clayton-off-road/performance-lift-kits/3608225-3.jpg,/images/clayton-off-road/performance-lift-kits/3601030-3.jpg,/images/clayton-off-road/performance-lift-kits/3601020-3.jpg,/images/clayton-off-road/performance-lift-kits/3605012-3.jpg,/images/clayton-off-road/performance-lift-kits/3605010-3.jpg,/images/clayton-off-road/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp92179|"McGaughy's® - Deluxe Lift Kit"|"$2,051.75 - $3,207.14"|/images/mcgaughys/performance-lift-kits/50805.jpg,/images/mcgaughys/performance-lift-kits/deluxe-lift-kit-2.jpg,/images/mcgaughys/authorized-dealer.jpg|empty|/images/mcgaughys/items/pdf/mcgaughys-product-catalog.pdf,/images/brands/made-in-usa.pdf|"High quality at an affordable price[:os:]Expertly made from premium materials[:os:]Built to match your exact requirements"|empty
sp33253|"McGaughy's® - Premium Lift Kit"|"$1,575.17 - $3,819.39"|/images/mcgaughys/items/54320.jpg,/images/mcgaughys/items/54326.jpg,/images/mcgaughys/items/50766-ssb-2.jpg,/images/mcgaughys/items/50766-ssb-3.jpg,/images/mcgaughys/items/50766-ssb-5.jpg,/images/mcgaughys/performance-lift-kits/54326-2.jpg,/images/mcgaughys/performance-lift-kits/54320-3.jpg,/images/mcgaughys/performance-lift-kits/54329-9.jpg,/images/mcgaughys/authorized-dealer.jpg|empty|/images/mcgaughys/items/pdf/mcgaughys-product-catalog.pdf,/images/brands/made-in-usa.pdf|"High quality at an affordable price[:os:]Expertly made from premium materials[:os:]Built to match your exact requirements"|08-18-2017
sp33252|"McGaughy's® - Pre-Runner Front Suspension Kit"|"$5,415.00 - $10,857.00"|/images/mcgaughys/items/59099.jpg,/images/mcgaughys/items/59099-2.jpg,/images/mcgaughys/items/59700-3.jpg,/images/mcgaughys/items/59099-3.jpg,/images/mcgaughys/items/59099-4.jpg,/images/mcgaughys/items/59099-5.jpg,/images/mcgaughys/items/59099-6.jpg,/images/mcgaughys/items/59700-4.jpg,/images/mcgaughys/items/59700-5.jpg,/images/mcgaughys/authorized-dealer.jpg|empty|/images/mcgaughys/items/pdf/mcgaughys-product-catalog.pdf,/images/brands/made-in-usa.pdf|"High quality at an affordable price[:os:]Expertly made from premium materials[:os:]Built to match your exact requirements"|empty
mpn706315840|"Trail-Gear® - 5"" IFS Front and Rear Eliminator Kit"|$1,356.86|/images/trail-gear/performance-lift-kits/110003-1-kit.jpg,/images/trail-gear/performance-lift-kits/110003-1-kit-2.jpg,/images/trail-gear/authorized-dealer.jpg|/images/trail-gear/items/video/build-it-up-build-it-right_720p.mp4|/images/trail-gear/performance-lift-kits/pdf/110003-1-kit-installation-instructions.pdf|"Made to promote and inspire your off-road adventures[:os:]Great solution for rock crawling applications[:os:]Peerless quality at a great price[:os:]5"" Front leaf springs[:os:]High Steer crossover steering kit[:os:]Front drop hanger with greasable bolts[:os:]Greasable 5"" shackles[:os:]Frame tubes and jigs[:os:]Steering stabilizer kit[:os:]U-bolt flip kit[:os:](2) Shock hoops[:os:](2) Bilstein shocks[:os:](2) Front brake lines[:os:](2) Vented rotors[:os:](2) Bump stop extensions[:os:](2) Wheel spacers[:os:](2) Bump stops[:os:]Front axle gusset[:os:]Axle diff armor[:os:]Knuckle service kit[:os:]Wheel bearing kit[:os:]Motor mount cover plates[:os:]Spring pad[:os:]Instructions"|empty
sp117910|"Trail-Gear® - Complete Suspension Lift Kit"|"$226.31 - $871.76"|/images/trail-gear/performance-lift-kits/110037-1-kit.jpg,/images/trail-gear/performance-lift-kits/300830-1-kit.jpg,/images/trail-gear/performance-lift-kits/303067-1-kit.jpg,/images/trail-gear/authorized-dealer.jpg|/images/trail-gear/items/video/build-it-up-build-it-right_720p.mp4|empty|"Built to match your exact requirements[:os:]High quality you can rely on[:os:]Expertly made from premium materials[:os:]Black anodized 6061-T6 aircraft grade billet aluminum strut extensions[:os:]zinc-plated Class 12.9 alloy steel mounting studs[:os:]Add-A-Leafs"|empty
mpn3590527511|"DV8 Offroad® - 3.5"" x 3.5"" Rock Runner Front and Rear Suspension Lift Kit"|$932.54|/images/dv8-offroad/performance-lift-kits/rockrunner.jpg,/images/dv8-offroad/performance-lift-kits/rockrunner-2.jpg,/images/dv8-offroad/performance-lift-kits/rockrunner-3.jpg,/images/dv8-offroad/authorized-dealer.jpg|empty|/images/dv8-offroad/pdf/catalog.pdf|"Clears 35 inch tires[:os:]Easy bolt on installation[:os:]Vehicle specific spring rates[:os:]Heim jointed chromoly track bars[:os:]Stock drive line compatible[:os:]Fox racing shocks / dv8 adjustable res shock compatible[:os:]Fully upgradable to stage 1 long arm[:os:]Front and rear track bars[:os:]dv8 nitro monotube shocks[:os:]4 patent pending dv8 progressive rate coil springs[:os:]Extended sway bar endlinks[:os:]Extended brake lines"|empty
sp109716|"DV8 Offroad® - Rock Roller Lift Kit"|"$318.87 - $616.23"|/images/dv8-offroad/performance-lift-kits/rr25jk-01sh.jpg,/images/dv8-offroad/performance-lift-kits/rr25jk-01.jpg,/images/dv8-offroad/authorized-dealer.jpg|empty|/images/dv8-offroad/pdf/catalog.pdf,/images/dv8-offroad/performance-lift-kits/pdf/rock-roller-installation-instructions.pdf|"Clears 35 inch tires[:os:]Easy bolt on installation[:os:]Vehicle specific spring rates[:os:]Stock drive line compatible"|empty
sp113726|"Cognito Motorsports® - Suspension Lift Kit"|"$712.50 - $3,306.00"|/images/cognito-motorsports/performance-lift-kits/rslk101005.jpg,/images/cognito-motorsports/performance-lift-kits/rslk100708.jpg,/images/cognito-motorsports/authorized-dealer.jpg|empty|empty|"Can provide a comprehensive solution for your suspension needs[:os:]Crafted utilizing the most current manufacturing technologies[:os:]Will maintain the highest level of quality for years"|empty
sp113727|"M7 Speed® - Lift Kit"|"$540.55 - $1,677.60"|/images/m7-speed/performance-lift-kits/60-530100.jpg,/images/m7-speed/performance-lift-kits/60-555100.jpg,/images/m7-speed/performance-lift-kits/60-530100-2.jpg,/images/m7-speed/performance-lift-kits/60-555222.jpg,/images/m7-speed/performance-lift-kits/60-555325.jpg,/images/m7-speed/performance-lift-kits/60-555319.jpg,/images/m7-speed/performance-lift-kits/60-530100-3.jpg,/images/m7-speed/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Engineered using 3D modeling software and finite element stress analysis ensuring proper fitment and safe performance[:os:]Precision CNC machined from aircraft grade billet aluminum blocks[:os:]Light weight design[:os:]Gold anodized for corrosion protection and a beautiful appearance[:os:]Designed for easy bolt-on installation[:os:]Comes complete with all new high strength hardware and installation instructions[:os:]Made in USA[:os:]Two Front Riser Blocks[:os:]Six high strength Grade 8 M8x1.25 studs pre-installed[:os:]Six high strength Grade 8 self-locking nuts[:os:]Two Rear Rise Blocks[:os:]Four proper length high strength Grade 8 bolts"|empty
sp110316|"Full-Traction Suspension® - 4-Link Coilover Conversion Front and Rear Suspension Lift Kit"|"$4,712.18 - $5,629.11"|/images/full-traction-suspension/items/fts7853.jpg,/images/full-traction-suspension/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Perfect suspension tune-up for your off-road beast[:os:]Blend of design innovation and absolute top quality[:os:]Will give your four-wheeler the look and performance it deserves[:os:]Made tough to go the distance, even under the harshest conditions[:os:]Designed to outlast and outperform the competition[:os:]Will help you improve handling and traction for a smooth, dynamic ride over brutal terrain[:os:]Built using the latest solid modeling computer-aided design software and years of experience in off-road racing"|empty
mpn470671598|"Full-Traction Suspension® - 6"" x 6"" Long Arm Front and Rear Suspension Lift Kit"|$3,245.33|/images/full-traction-suspension/performance-lift-kits/fts750607.jpg,/images/full-traction-suspension/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Perfect suspension tune-up for your off-road beast[:os:]Blend of design innovation and absolute top quality[:os:]Will give your four-wheeler the look and performance it deserves[:os:]Made tough to go the distance, even under the harshest conditions[:os:]Designed to outlast and outperform the competition[:os:]Will help you improve handling and traction for a smooth, dynamic ride over brutal terrain[:os:]Built using the latest solid modeling computer-aided design software and years of experience in off-road racing[:os:]Front and Rear Springs[:os:]Rear Track Bar Bracket[:os:]Front and Rear Sway Bar Links[:os:]Bump Stop Extensions[:os:]Brake Line Extension Brackets[:os:]4 Link Front Axle Mounting"|empty
mpn470671597|"Full-Traction Suspension® - 4"" x 4"" Long Arm Front and Rear Suspension Lift Kit"|$3,025.32|/images/full-traction-suspension/performance-lift-kits/fts750209.jpg,/images/full-traction-suspension/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Rear CV type drive shaft required[:os:]Tailshaft transfer case conversion (SYE) required for Jeep NP231[:os:]Exhaust Modification Required[:os:]Perfect suspension tune-up for your off-road beast[:os:]Blend of design innovation and absolute top quality[:os:]Will give your four-wheeler the look and performance it deserves[:os:]Made tough to go the distance, even under the harshest conditions[:os:]Designed to outlast and outperform the competition[:os:]Will help you improve handling and traction for a smooth, dynamic ride over brutal terrain[:os:]Built using the latest solid modeling computer-aided design software and years of experience in off-road racing[:os:]Front and Rear Springs[:os:]Rear Track Bar Bracket[:os:]Front and Rear Sway Bar Links[:os:]Bump Stop Extensions[:os:]Brake Line Extension Brackets[:os:]4 Link Front Axle Mounting"|empty
sp110317|"Full-Traction Suspension® - Economy Front and Rear Suspension Lift Kit"|"$550.75 - $779.87"|/images/full-traction-suspension/items/fts7113.jpg,/images/full-traction-suspension/authorized-dealer.jpg|empty|/images/brands/made-in-usa.pdf|"Perfect suspension tune-up for your off-road beast[:os:]Blend of design innovation and absolute top quality[:os:]Will give your four-wheeler the look and performance it deserves[:os:]Made tough to go the distance, even under the harshest conditions[:os:]Designed to outlast and outperform the competition[:os:]Will help you improve handling and traction for a smooth, dynamic ride over brutal terrain[:os:]Built using the latest solid modeling computer-aided design software and years of experience in off-road racing"|empty
sp19864|"KSport® - Asphalt Rally Spec™ Coilover Kit"|"$1,190.00 - $2,205.00"|/images/ksport/suspension-systems/asphalt-rally-spec-coilover-kit.jpg,/images/ksport/suspension-systems/asphalt-rally-spec-coilover-kit-2.jpg,/images/ksport/suspension-systems/asphalt-rally-spec-coilover-kit-3.jpg,/images/ksport/suspension-systems/asphalt-rally-spec-coilover-kit-4.jpg,/images/ksport/suspension-systems/asphalt-rally-spec-coilover-kit-5.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/company-overview_720p.mp4|/images/ksport/suspension-systems/pdf/coilover-installation-instructions.pdf,/images/brands/made-in-usa.pdf|empty|10-30-2015
sp3757|"KSport® - Circuit Pro™ Coilover Kit"|"$2,337.50 - $2,475.00"|/images/ksport/suspension-systems/circuit-pro-coilover-kit.jpg,/images/ksport/suspension-systems/circuit-pro-coilover-kit-2.jpg,/images/ksport/suspension-systems/circuit-pro-coilover-kit-3.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/product-feature_720p.mp4|/images/ksport/suspension-systems/pdf/coilover-installation-instructions.pdf,/images/brands/made-in-usa.pdf|empty|empty
sp3763|"KSport® - Drag Race™ Coilover Kit"|"$1,190.00 - $1,980.00"|/images/ksport/suspension-systems/drag-race-version-coilover-kit.jpg,/images/ksport/suspension-systems/drag-race-version-coilover-kit-3.jpg,/images/ksport/suspension-systems/drag-race-version-coilover-kit-2.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/company-overview_720p.mp4|/images/ksport/suspension-systems/pdf/coilover-installation-instructions.pdf,/images/brands/made-in-usa.pdf|empty|empty
sp3758|"KSport® - GT Pro™ Coilover Kit"|"$1,305.00 - $1,395.00"|/images/ksport/suspension-systems/gt-pro-coilover-kit.jpg,/images/ksport/suspension-systems/gt-pro-coilover-kit-2.jpg,/images/ksport/suspension-systems/gt-pro-coilover-kit-3.jpg,/images/ksport/suspension-systems/gt-pro-coilover-kit-5.jpg,/images/ksport/suspension-systems/gt-pro-coilover-kit-6.jpg,/images/ksport/suspension-systems/gt-pro-coilover-kit-4.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/product-feature_720p.mp4|/images/ksport/suspension-systems/pdf/coilover-installation-instructions.pdf,/images/brands/made-in-usa.pdf|empty|empty
sp3761|"KSport® - Gravel Rally Spec™ Coilover Kit"|"$1,260.00 - $1,485.00"|/images/ksport/suspension-systems/gravel-rally-spec-coilover-kit.jpg,/images/ksport/suspension-systems/gravel-rally-spec-coilover-kit-2.jpg,/images/ksport/suspension-systems/gravel-rally-spec-coilover-kit-3.jpg,/images/ksport/suspension-systems/gravel-rally-spec-coilover-kit-4.jpg,/images/ksport/suspension-systems/gravel-rally-spec-coilover-kit-5.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/product-feature_720p.mp4|/images/ksport/suspension-systems/pdf/coilover-installation-instructions.pdf,/images/brands/made-in-usa.pdf|empty|04-06-2016
sp8866|"KSport® - Kontrol Plus™ Coilover Kit"|"$1,657.50 - $2,115.00"|/images/ksport/suspension-systems/kontrol-plus-coilover-kit.jpg,/images/ksport/suspension-systems/kontrol-plus-coilover-kit-2.jpg,/images/ksport/suspension-systems/kontrol-plus-coilover-kit-3.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/product-feature_720p.mp4|/images/brands/made-in-usa.pdf|"External Reservoirs: 864 possible settings provided by each Kontrol Plus 2 Way coilover System, it is possible to leave no stone unturned in the quest for ultimate performance from your vehicle’s suspension system.[:os:]Damping Adjustments: Kontrol Plus 2 way coilover offer 36 levels of damping adjustment via the top of the assembly and an additional 24 levels of nitrogen adjustments via the bottom of the reservoir.[:os:]6061 with T6 Aluminum collars and upper mounts: KSport spring perches, locking collars, top mounts and some lower mounts are made from high quality 6061 aluminum. Benefits include excellent strength and lightweight components.[:os:]Adjustable Lower Mount Allowing For Maximum Suspension Travel: Most of our applications allow for the ability to adjust your ride height without affecting the shock & spring travel. This way you can go as low as you please without having to worry about bottoming out the shock. The exception to this would be vehicles with separate spring and shock set ups in the rear.[:os:]Camber Adjustment: Most of KSport applications for vehicles with McPherson type suspension will have the ability to adjust camber via the top mounts. This is extremely helpful when you need to dial in your camber for reduced tire wear or add more negative camber to aid in aggressive wheel and tire fitments. NOTE: Camber adjustment is not available on all models with pillowball upper mounts.[:os:]Pillowball Top Mounts For Increased Steering Feel: Many applications have pillowball top mounts. KSport patented new bearing design helps combat noise while turning unlike many other systems on the market. Steering feel and response is also improved.[:os:]Monotube High Pressure Design Reduces Oil Leakage: All Ksport coilovers use Monotube shocks which dissipate heat better, allows for finer damping adjustment and requires a more expensive design process compared to twin tube shocks.[:os:]Electroplated Body For Added Protection From Corrosion and Rust: To help prevent corrosion and rust from the element, all of KSport shock bodies are electroplated with zinc. Brand also supplies an additional anti-rust paste packet which adds even more protection to other parts of the coilover.[:os:]Dust Boots: Dust boots are standard on all coilovers. Brand also integrates the bump stop inside the dust boot. This is more efficient and is less likely to crumble to pieces and deteriorate like other company’s designs.[:os:]Adjustable Spring Perch For Height Adjustment: Some vehicles have a separate rear shock and spring. In the coilover industry brand calls the kits for this type of vehicle a “hi-low kit”. In this case you will have height adjustment via the spring perch and the lower mount of the shock.[:os:]12 Month Limited Warranty: KSport warranty is 12 months from the original date of purchase which covers manufacturer defects."|empty
sp101569|"KSport® - Kontrol Sport™ Lowering Coilovers"|"$1,020.00 - $1,980.00"|/images/ksport/suspension-systems/kontrol-pro-coilover-kit.jpg,/images/ksport/suspension-systems/kontrol-pro-coilover-kit-2.jpg,/images/ksport/suspension-systems/kontrol-pro-coilover-kit-3.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/product-feature_720p.mp4|/images/brands/made-in-usa.pdf|"Collars and upper mounts made from 6061 aluminum with T6 for increased hardness Our spring perches, locking collars, top mounts and some lower mounts are made from high quality 6061 aluminum. Benefits include excellent strength and aluminum helps reduce weight.[:os:]Adjustable spring perch for height adjustment Some vehicles have a separate rear shock and spring. In the coilover industry we call this a “hi-low kit”. In this case you will have height adjustment via the spring perch and the lower mount of the shock. Vehicles with this type of set up can still go as low or lower than true coilovers.[:os:]Adjustable lower mount allowing maximum suspension travel Most of our coilovers feature the ability to adjust your ride height without affecting the shock and spring travel. This way you can set your desired ride height without having to worry about bottoming out the shock."|empty
sp19879|"KSport® - Road Race™ Coilover Kit"|"$1,190.00 - $2,880.00"|/images/ksport/suspension-systems/road-race-version-coilover-kit.jpg,/images/ksport/suspension-systems/road-race-version-coilover-kit-2.jpg,/images/ksport/suspension-systems/road-race-version-coilover-kit-3.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/company-overview_720p.mp4|/images/brands/made-in-usa.pdf|empty|07-16-2016,09-25-2013
sp3762|"KSport® - Slide Kontrol™ Coilover Kit"|"$1,260.00 - $1,980.00"|/images/ksport/suspension-systems/slide-kontrol-coilover-kit.jpg,/images/ksport/suspension-systems/slide-kontrol-coilover-kit-2.jpg,/images/ksport/suspension-systems/slide-kontrol-coilover-kit-3.jpg,/images/ksport/suspension-systems/slide-kontrol-coilover-kit-4.jpg,/images/ksport/suspension-systems/slide-kontrol-coilover-kit-5.jpg,/images/ksport/suspension-systems/slide-kontrol-coilover-kit-6.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/product-feature_480p.mp4|/images/ksport/info/images/inverted-shock-maintenance.pdf,/images/brands/made-in-usa.pdf|empty|empty
sp110637|"Bilstein® - B16 Ridecontrol Coilover Kit"|"$1,721.86 - $2,886.96"|/images/bilstein/suspension-systems/49-135169.jpg,/images/bilstein/suspension-systems/49-207323.jpg,/images/bilstein/suspension-systems/49-151282.jpg,/images/bilstein/suspension-systems/49-224658.jpg,/images/bilstein/suspension-systems/49-224658-3.jpg,/images/bilstein/suspension-systems/49-132380-2.jpg,/images/bilstein/suspension-systems/49-135169-2.jpg,/images/bilstein/suspension-systems/49-131543.jpg,/images/bilstein/suspension-systems/49-196849-3.jpg,/images/bilstein/suspension-systems/49-131543-2.jpg,/images/bilstein/suspension-systems/49-135121-2.jpg,/images/bilstein/suspension-systems/49-151282-2.jpg,/images/bilstein/suspension-systems/49-132380-3.jpg,/images/bilstein/suspension-systems/49-135169-3.jpg,/images/bilstein/suspension-systems/49-196849-4.jpg,/images/bilstein/suspension-systems/49-224658-4.jpg,/images/bilstein/suspension-systems/49-151282-3.jpg,/images/bilstein/suspension-systems/49-131543-3.jpg,/images/bilstein/authorized-dealer.jpg|/images/bilstein/suspension-systems/video/monotube-vs-twintube-shock_480p.mp4|/images/bilstein/info/pdf/b12-b14-b16-kits-info.pdf|"Illuminated operator panel for controlling settings[:os:]“Comfort” mode creates smooth compensation for uneven surfaces[:os:]“Sport” mode for excellent driving dynamics and maximum power reserves in limited applications[:os:]Threaded body adjustable range of 20 mm at both axles[:os:]Lowering of approx. 30-50 mm at front and rear[:os:]Road-tested and fine-tuned by BILSTEIN ride engineers, under extreme motorsports conditions[:os:]Spring plates and lock nuts made from a special aluminum alloy[:os:]Surface coating using Triple-C-Technology® for long-lasting corrosion resistance[:os:]Round threads for easy adjustment[:os:]Quality sport springs made from highly durable material[:os:]Gas pressure technology[:os:](2) Front Coilovers[:os:](2) Rear Coilovers[:os:]Hardware Kit"|empty
sp8863|"Bilstein® - Clubsport Series Lowering Coilover Kit"|"$3,808.10 - $5,331.83"|/images/bilstein/suspension-systems/48-153690.jpg,/images/bilstein/suspension-systems/48-213660.jpg,/images/bilstein/suspension-systems/48-153690-4.jpg,/images/bilstein/suspension-systems/48-213660-4.jpg,/images/bilstein/suspension-systems/48-218412-3.jpg,/images/bilstein/suspension-systems/48-218412-4.jpg,/images/bilstein/authorized-dealer.jpg|/images/bilstein/suspension-systems/video/bilstein-clubsport-product-spotlight_480p.mp4|empty|"2-way damping force adjuster for independent adjustment of rebound and compression forces[:os:]Aluminum adjustment wheels with clearly identified tuning settings from 1 (soft) to 10 (hard)[:os:]Color-coding: red for rebound force, blue for compression force[:os:]Manually adjustable without additional tools[:os:]Each definite click of the wheel confirms the simple and quick damping force adjustment[:os:]Wheel camber is adjustable by aluminum support bearing[:os:]Weight advantage by eliminating the need for an external oil reservoir[:os:]BILSTEIN-monotube technology developed through years of motorsport involvement[:os:]Spring plates and lock nuts made from special aluminium alloy[:os:]Quality built racing springs[:os:]Roadworthy: TÜV certificate according to Section 19 of the German Road Traffic[:os:]Licensing Regulations (StVZO)[:os:]Extremely easy to install and simple to use[:os:]Can be retrofitted for racing in cooperation with BILSTEIN-Motorsport on request[:os:]Surface coating using Triple-C-Technology® for long-lasting corrosion resistance"|empty
